id,y_DFT,y_pred_scratch,y_pred_pretrained,is_stable_DFT
Type4-MnWAlB,191.359,243.46486,243.36447,False
Type4-CoMoGaB,206.664,237.77344,185.54663,False
Type4-NiTiSiC,375.122,415.3813,376.28333,False
Type4-CoCuGaB,317.331,310.23706,280.808,False
Type4-MnYGaC,294.264,129.28589,102.67177,False
Type4-CrCuGaN,350.824,339.5719,320.74756,False
Type4-MnNiGeN,327.025,320.566,323.4858,False
Type4-FeMoGaC,77.916,159.7622,92.5459,False
Type4-FeMoAlN,513.747,552.11163,534.9963,False
Type4-NiYAlP,333.177,497.1612,368.47092,False
Type4-VZrAlC,94.291,131.15996,71.656784,False
Type4-VMoGaC,-9.632,16.157776,5.6885376,True
Type4-MnZrSiC,312.222,342.602,254.25949,False
Type4-CrNiSiP,322.159,387.19064,344.93066,False
Type4-MnZrAlN,429.356,363.76105,359.7085,False
Type4-VHfGeP,128.449,271.40555,176.59062,False
Type4-CrTiGaB,260.451,281.86035,250.85022,False
Type4-NiScSiC,254.307,348.634,373.53217,False
Type4-MnMoGeP,245.687,274.06937,260.29916,False
Type4-NiWAlB,365.271,406.358,401.48834,False
Type4-FeYSiB,325.777,249.53625,255.54047,False
Type4-FeTaGaN,358.638,364.57617,356.3524,False
Type4-VTaGeB,148.895,169.30852,128.92114,False
Type4-MnFeAlB,289.138,278.12204,277.85117,False
Type4-NiTiGeB,311.848,474.3142,270.74747,False
Type4-NiZrGaB,268.703,394.69263,266.18134,False
Type4-VScGeP,204.697,264.84634,188.6698,False
Type4-MnTaAlC,174.673,166.73192,150.64705,False
Type4-FeWGaB,224.593,303.6159,222.09384,False
Type4-MnHfSiN,520.243,532.1121,479.18433,False
Type4-CoTaSiB,286.101,364.54007,315.59848,False
Type4-FeScSiP,351.116,514.1173,331.0041,False
Type4-CoWAlB,310.606,419.79907,356.3028,False
Type4-MnHfGaC,181.457,178.39035,113.11662,False
Type4-FeScGeB,329.643,347.7622,264.28796,False
Type4-FeNbGeP,75.172,213.5354,195.45276,False
Type4-CrZrSiC,222.438,209.3436,136.94827,False
Type4-VNiAlN,530.354,425.87598,488.85052,False
Type4-VCrAlP,322.649,287.60068,262.45184,False
Type4-VMnGeC,86.122,69.24562,16.366547,False
Type4-NiCuGaC,695.992,718.76855,656.15,False
Type4-NiScGeP,142.455,401.39722,293.30725,False
Type4-NiYGaB,171.28,226.85449,251.75682,False
Type4-CrFeGeC,96.461,141.24797,116.461044,False
Type4-NiWGeP,327.71,354.7821,314.50012,False
Type4-MnZrGeC,144.446,144.3991,74.35573,False
Type4-CrFeGeB,265.761,333.77988,283.0302,False
Type4-FeTiSiP,247.38,348.763,303.75433,False
Type4-VZrGaN,143.454,196.9992,85.6591,False
Type4-MnHfSiP,288.639,506.935,367.7391,False
Type4-VScSiP,361.028,378.9206,374.40198,False
Type4-CoTaAlB,398.918,356.47372,384.76068,False
Type4-MnCuSiP,235.649,320.0455,286.23267,False
Type4-NiYGaP,224.029,412.75647,218.91826,False
Type4-MnTaGeP,174.653,299.5792,241.95448,False
Type4-FeNiAlC,351.353,343.61276,383.69144,False
Type4-CoNiAlC,355.753,392.4883,485.0827,False
Type4-CoZrAlP,251.198,526.1591,337.08487,False
Type4-VScSiN,262.199,285.1524,257.32816,False
Type4-CrFeSiB,416.713,391.9706,373.43262,False
Type4-MnCoAlP,344.804,393.98853,348.43365,False
Type4-MnScAlC,99.604,56.72078,72.318405,False
Type4-CoWSiN,536.878,500.95404,540.4157,False
Type4-FeNiSiP,295.682,331.54678,329.93167,False
Type4-VNiSiN,495.58,520.9651,462.08728,False
Type4-CrTaGeB,174.666,311.21768,195.41101,False
Type4-FeZrGeC,164.801,203.30716,133.43826,False
Type4-NiHfSiN,545.023,529.3258,494.66772,False
Type4-FeZrGaP,186.29,260.6332,198.40851,False
Type4-NiWGeN,483.156,494.67767,476.45883,False
Type4-CrMnSiP,358.07,289.5731,318.0315,False
Type4-FeTaGaC,168.044,226.60593,156.98524,False
Type4-MnMoGeC,96.704,120.40968,84.79689,False
Type4-NiZrGeB,229.697,445.09235,235.9805,False
Type4-VCoGeB,304.137,345.62402,282.00375,False
Type4-VMnGaP,251.246,283.74466,221.19406,False
Type4-FeCuSiC,679.702,654.746,700.1505,False
Type4-MnTiGeB,211.392,249.3989,244.34914,False
Type4-VYAlB,625.904,538.9942,498.14783,False
Type4-VCrGaB,237.615,226.03717,207.295,False
Type4-FeWAlP,242.463,343.81757,299.73224,False
Type4-CoYGeN,501.38,546.1909,403.3659,False
Type4-MnYGaB,587.602,349.15048,424.65143,False
Type4-CrMnSiN,236.496,250.29694,293.39948,False
Type4-CoMoGaC,114.605,203.16943,177.35875,False
Type4-MnScGaN,335.504,320.15082,238.2941,False
Type4-MnMoGaN,49.503,155.86243,141.75264,False
Type4-CrScGeC,98.46,59.121292,54.051697,False
Type4-CrMoGeC,33.463,53.02411,31.533783,False
Type4-MnWGaN,163.075,257.57462,221.75839,False
Type4-CrTiAlC,27.602,20.63742,20.72702,True
Type4-NiWAlC,489.184,505.28668,502.33392,False
Type4-FeTiAlC,203.51,187.20703,155.70193,False
Type4-CoYSiP,326.851,457.60867,337.75867,False
Type4-VHfGaC,48.532,69.025116,10.346313,False
Type4-NiWGaP,270.08,400.99405,355.30264,False
Type4-NiMoGaP,318.592,379.54227,319.00555,False
Type4-CoNiAlP,293.994,400.0205,295.16693,False
Type4-FeTiGaP,182.193,240.91623,212.93921,False
Type4-NiZrGeN,500.313,452.83112,403.5263,False
Type4-VHfAlN,128.396,206.39658,119.88446,False
Type4-CoYGeB,303.473,259.34268,342.19537,False
Type4-MnMoGaC,41.913,62.992188,36.48163,False
Type4-MnHfGaB,280.397,264.64404,179.98096,False
Type4-CoYGaN,594.851,520.4615,465.82697,False
Type4-MnHfGeC,178.029,196.5157,118.78003,False
Type4-VTiGeP,99.832,140.35576,145.29585,False
Type4-CoWGaB,197.772,300.1599,222.2376,False
Type4-FeZrSiP,221.525,505.10556,351.2194,False
Type4-CrNbGeB,188.668,241.14099,225.18893,False
Type4-FeYGeN,471.234,456.50958,339.97266,False
Type4-CoWGaC,219.021,296.34116,256.91464,False
Type4-CoTiSiB,340.303,342.50525,262.29492,False
Type4-VFeAlB,381.388,393.40668,310.32162,False
Type4-MnTiGaB,232.591,271.0024,242.37659,False
Type4-NiMoSiB,246.35,241.21811,297.08347,False
Type4-MnCoSiN,401.223,407.0418,412.05618,False
Type4-CrYGaP,417.861,399.04788,346.81058,False
Type4-MnTiSiN,424.181,459.26093,368.37323,False
Type4-CoHfAlC,485.177,465.85516,375.13757,False
Type4-MnYSiP,436.83,524.27106,443.57034,False
Type4-CrZrSiN,406.678,428.5709,360.223,False
Type4-CrCoGeC,190.873,208.03854,204.09566,False
Type4-FeScGeN,396.507,458.0216,372.95312,False
Type4-CoWGeC,343.948,357.8904,346.99762,False
Type4-VMoGeP,258.132,270.8593,191.23096,False
Type4-CrCuAlC,410.943,414.11145,406.05365,False
Type4-CrHfGaC,148.647,154.46889,48.415405,False
Type4-VCrSiP,307.412,364.2079,307.9002,False
Type4-CoHfGeB,152.08,367.14163,189.71198,False
Type4-FeCoAlB,305.32,306.21176,307.94702,False
Type4-FeHfGeC,207.816,249.62807,180.12013,False
Type4-FeMoGeB,184.936,235.12411,184.67157,False
Type4-CoMoGaN,276.267,299.136,284.10193,False
Type4-CrCoSiN,437.396,417.17834,410.00403,False
Type4-CoTaGeB,202.461,370.474,215.64105,False
Type4-FeTaSiN,544.888,550.9162,497.90308,False
Type4-CoNbAlN,510.659,549.1985,497.86423,False
Type4-CoZrGeB,201.616,342.1212,205.54492,False
Type4-CrMoSiB,262.829,292.07532,268.93298,False
Type4-FeNbGeC,134.044,167.98714,133.29242,False
Type4-VZrAlP,310.386,384.2049,307.26843,False
Type4-CoNbGeN,420.535,426.22223,383.50104,False
Type4-CoNiGeC,380.396,387.76288,407.4948,False
Type4-VNbAlB,232.49,267.18805,229.54453,False
Type4-FeMoGaP,220.808,253.37944,215.54697,False
Type4-CrNiSiC,430.129,398.898,389.19427,False
Type4-CoWAlN,681.361,671.52356,674.94885,False
Type4-VMoGeB,169.069,171.90604,154.11136,False
Type4-MnYGeB,614.223,474.26202,485.7303,False
Type4-MnFeAlP,239.969,233.33302,247.89839,False
Type4-MnWGaB,174.673,215.87598,204.60101,False
Type4-CoYSiN,719.983,724.85864,643.08575,False
Type4-FeZrGeN,397.693,402.54675,316.09467,False
Type4-VWGeP,299.715,310.17245,242.04074,False
Type4-CrTiGeB,238.65,257.37558,243.74481,False
Type4-MnCoAlB,370.799,383.21503,329.1319,False
Type4-MnHfAlN,424.518,366.58008,352.02643,False
Type4-CrMnAlP,292.236,271.89673,313.82254,False
Type4-FeNbSiN,477.191,452.12738,470.55225,False
Type4-CoCuSiC,806.08,798.0503,790.0137,False
Type4-CoTiSiN,549.641,636.32214,488.52148,False
Type4-MnHfGaP,236.396,303.79022,271.70645,False
Type4-FeNbSiP,203.845,376.38483,304.37335,False
Type4-VWGaC,9.661,14.190308,16.201813,True
Type4-NiYGaC,284.982,355.42795,242.54233,False
Type4-CrWAlB,179.757,225.44496,214.653,False
Type4-FeNiGaN,274.327,324.67767,315.20102,False
Type4-NiHfGaN,470.571,487.81158,406.26392,False
Type4-NiYGeN,475.48,552.1659,459.0158,False
Type4-NiNbAlN,584.05,560.41125,530.94006,False
Type4-VTiSiP,217.576,247.16779,272.1267,False
Type4-MnCuAlC,405.318,385.07257,427.7232,False
Type4-CoScAlP,336.719,552.1481,292.04318,False
Type4-CoNiGeP,215.969,155.46187,163.0763,False
Type4-NiScAlC,371.227,440.02454,311.04996,False
Type4-FeNbGaP,174.872,255.39645,226.07529,False
Type4-VFeAlN,321.83,322.15823,320.01544,False
Type4-MnTaGaC,115.068,139.5426,90.272,False
Type4-CrScSiB,472.966,472.67136,427.9483,False
Type4-VMnGeN,209.893,241.61758,197.71547,False
Type4-MnZrGaP,228.854,305.00244,254.22359,False
Type4-VHfGeB,297.56,382.4465,265.30383,False
Type4-FeZrGaC,202.387,216.9072,142.45418,False
Type4-VMnAlC,92.634,74.31593,39.174805,False
Type4-MnYGeN,421.6,359.82007,293.7023,False
Type4-CrCuGeB,522.089,522.2608,457.05212,False
Type4-CrMoAlB,228.298,229.29663,260.15283,False
Type4-CoCuGeP,295.415,297.4656,257.04507,False
Type4-CoTiGeN,372.551,427.34857,356.51102,False
Type4-NiMoSiN,424.576,446.25586,469.2378,False
Type4-FeWGaP,261.578,268.43665,261.77008,False
Type4-FeCoSiC,354.08,346.90344,363.54053,False
Type4-NiTiAlB,432.756,430.88718,417.9776,False
Type4-FeCuSiB,497.737,412.04117,431.37192,False
Type4-CoHfSiP,191.317,464.00873,333.91183,False
Type4-FeTaSiB,332.507,465.03333,341.4065,False
Type4-MnYAlP,493.663,533.03217,405.46707,False
Type4-MnNbAlN,250.273,334.4224,290.20346,False
Type4-VMnGeP,186.123,229.34595,197.11421,False
Type4-VCuAlN,465.272,424.58176,480.49628,False
Type4-VYGeN,252.418,239.21182,153.19037,False
Type4-VNiAlC,374.712,361.45804,354.28714,False
Type4-FeWGaC,165.662,265.57935,220.69632,False
Type4-MnZrSiN,519.991,518.5898,498.33215,False
Type4-FeNbAlB,329.629,294.5197,280.5002,False
Type4-CrNiAlC,348.008,351.1125,373.4795,False
Type4-VTaAlN,114.854,124.77597,111.165955,False
Type4-MnTiSiC,224.108,219.51852,138.86098,False
Type4-CrWAlN,560.575,576.8392,441.52765,False
Type4-VTaAlB,178.08,199.64005,183.25706,False
Type4-VWSiP,371.976,385.6398,330.52597,False
Type4-CrCuGaP,318.204,288.82617,348.79163,False
Type4-CrTiSiC,104.584,88.72299,78.61281,False
Type4-CoZrGeP,47.108,354.0765,206.60193,False
Type4-MnFeSiB,369.902,343.39035,348.607,False
Type4-VMnGeB,277.95,262.39767,223.30428,False
Type4-FeMoGeN,263.233,256.96863,283.0749,False
Type4-CoNbSiB,269.092,337.07004,250.76384,False
Type4-CoTaAlP,297.636,410.6897,384.165,False
Type4-CoZrSiB,270.605,368.00378,241.09175,False
Type4-MnHfAlC,268.199,291.4892,202.58044,False
Type4-FeTiAlB,268.395,296.1668,313.6152,False
Type4-CoWGaN,374.79,384.8833,404.38953,False
Type4-CoNbGaB,242.59,306.87103,178.46997,False
Type4-FeCuGaC,333.416,393.39227,331.2818,False
Type4-FeNiSiN,571.713,669.0769,605.00757,False
Type4-VMoGaB,180.255,200.6969,169.82445,False
Type4-VScAlB,475.765,503.1706,403.59277,False
Type4-VZrSiP,265.729,373.3155,349.95514,False
Type4-VYSiP,474.563,454.4474,453.99976,False
Type4-NiTaGaN,513.868,532.31616,493.97382,False
Type4-CrCoSiC,326.183,343.13992,371.89124,False
Type4-MnCoGaC,133.068,138.19452,105.816574,False
Type4-FeCuGeB,440.791,392.22977,411.0354,False
Type4-NiCuAlN,999.064,1016.35693,972.7835,False
Type4-CrZrGeB,380.31,385.5636,314.05878,False
Type4-FeCoSiB,330.311,345.9085,326.12546,False
Type4-VNiGeN,498.261,466.03607,433.5921,False
Type4-VNiGeB,380.142,445.24377,337.1794,False
Type4-CoCuGeC,554.138,558.77563,548.21606,False
Type4-FeWSiP,264.629,308.86807,324.1675,False
Type4-VNbGeC,21.632,57.61656,7.917877,True
Type4-FeTiGaB,245.755,276.21533,239.51593,False
Type4-VHfSiC,156.782,231.42857,46.090057,False
Type4-MnWGaC,130.375,164.28317,97.87337,False
Type4-FeMoGeP,171.767,266.80374,203.78284,False
Type4-VMoGaN,194.686,194.88211,121.21579,False
Type4-CrScGaN,273.23,269.6707,145.17026,False
Type4-CrZrGeC,79.532,108.27248,55.40863,False
Type4-VCoSiC,321.364,365.5381,357.0609,False
Type4-CrScSiN,388.384,437.0055,315.11823,False
Type4-MnNbGaP,213.16,316.05917,266.54248,False
Type4-CrScAlP,409.729,433.2007,367.93945,False
Type4-MnMoGaB,182.762,203.90419,177.71996,False
Type4-NiTiGaN,425.839,465.90292,398.352,False
Type4-VFeAlC,180.526,176.32439,83.52458,False
Type4-CrNbGeN,174.38,190.4717,126.03328,False
Type4-FeTaGaB,254.445,291.66394,221.94452,False
Type4-VCuGaC,373.927,336.97305,279.92865,False
Type4-CoZrGaN,488.985,458.69138,367.4856,False
Type4-MnCoGaP,248.596,213.69263,235.04898,False
Type4-NiMoAlB,353.825,413.48068,374.4371,False
Type4-FeTiSiC,299.316,301.33368,275.8899,False
Type4-NiMoGaN,333.954,397.30615,340.8916,False
Type4-CrNiGeN,416.469,364.98907,362.58835,False
Type4-FeYGaB,378.571,295.44687,337.63586,False
Type4-CoTiAlN,576.821,534.69763,457.82227,False
Type4-VCuAlP,420.249,322.4289,361.34802,False
Type4-CrScAlN,312.573,312.36145,281.8235,False
Type4-CrWGaB,167.938,214.2863,194.39563,False
Type4-VCuSiC,485.695,401.99045,433.60846,False
Type4-MnMoAlC,14.959,94.95398,75.3176,True
Type4-CrYSiB,681.172,519.3965,518.1623,False
Type4-CoTaAlN,559.01,516.34705,520.0433,False
Type4-CoWGeN,465.668,458.64536,465.99475,False
Type4-FeMoGaN,157.655,241.66837,220.89508,False
Type4-MnNbAlB,271.536,251.20187,238.86066,False
Type4-CrYAlC,280.412,210.17502,173.5763,False
Type4-VCoGeN,392.175,353.09427,349.26517,False
Type4-MnHfGaN,327.951,354.21634,267.6198,False
Type4-FeNiGeB,291.281,296.03632,279.65878,False
Type4-CrScGaB,434.626,377.07904,332.83334,False
Type4-CoNbAlB,397.682,404.29437,356.06744,False
Type4-MnYSiC,358.177,262.60843,200.43777,False
Type4-NiTiSiP,230.336,424.29993,359.2018,False
Type4-CoNbSiC,369.618,475.9734,337.10178,False
Type4-MnYAlB,422.677,390.38474,337.23386,False
Type4-CrNiSiB,396.52,380.36853,385.16028,False
Type4-MnNiGeP,335.728,345.1257,285.03433,False
Type4-FeYGaC,236.878,121.18591,129.36784,False
Type4-CrZrGaP,297.908,388.3924,261.36923,False
Type4-MnZrGaN,309.376,345.44412,250.11661,False
Type4-CrFeAlP,278.357,252.08926,329.30344,False
Type4-MnFeAlN,484.355,520.0881,517.14215,False
Type4-VZrAlN,164.43,232.2992,118.59912,False
Type4-NiTiSiB,355.256,474.67966,301.9189,False
Type4-CrMnAlC,42.211,39.48297,38.109955,False
Type4-MnFeSiP,282.096,347.65393,343.66867,False
Type4-VHfSiB,391.134,455.2718,327.08722,False
Type4-VCuGaB,503.226,534.3031,497.43823,False
Type4-MnFeGaB,258.809,298.72656,234.16728,False
Type4-CrHfGeP,193.77,376.84155,272.05838,False
Type4-CoTaSiC,399.997,495.40567,365.80286,False
Type4-MnTaAlN,302.979,350.85147,322.0825,False
Type4-CrHfAlN,312.379,307.7984,330.79556,False
Type4-CrCuGaC,328.507,346.73267,249.05807,False
Type4-MnTiAlB,234.54,278.23587,285.33426,False
Type4-FeNbAlP,243.448,264.03067,278.77597,False
Type4-VCrSiN,223.481,199.82721,176.73178,False
Type4-VWAlN,337.577,354.9402,307.598,False
Type4-VHfGaN,103.509,167.31314,86.737274,False
Type4-CrTiGeN,189.095,166.59781,127.75072,False
Type4-FeCuAlC,431.023,542.92487,452.24686,False
Type4-FeHfSiP,227.117,501.45172,343.796,False
Type4-NiTiGaB,320.76,425.92426,289.1734,False
Type4-MnWAlC,146.067,169.99275,175.8401,False
Type4-VMoGeN,244.673,260.37216,166.17856,False
Type4-CoNiAlN,715.222,754.4214,728.7013,False
Type4-VScAlC,73.514,59.444824,51.959167,False
Type4-CrYGeC,329.675,246.70622,175.32953,False
Type4-VTiSiB,327.846,368.34207,300.4841,False
Type4-CrNbAlB,247.766,273.185,278.86972,False
Type4-FeTiAlN,422.205,419.82446,369.53015,False
Type4-FeTaAlB,301.701,379.06073,316.2619,False
Type4-CrCuGeN,384.831,384.47797,370.1373,False
Type4-CoScGaN,516.978,489.21976,429.6217,False
Type4-CoTaGaC,243.814,260.47675,220.9184,False
Type4-CoZrSiN,592.744,672.51,605.588,False
Type4-CrNbGeC,43.221,48.3226,17.339294,False
Type4-CrMnGeN,121.37,131.51154,139.15907,False
Type4-CrYGeP,365.112,294.37234,309.80203,False
Type4-CoHfGaC,298.014,299.9575,236.73248,False
Type4-FeCuSiN,696.394,805.63257,722.5958,False
Type4-CoTaGeN,484.532,447.12466,408.80817,False
Type4-NiHfGeN,476.471,515.5148,430.78156,False
Type4-MnWGeC,185.725,224.7761,161.5818,False
Type4-FeCuGaN,240.166,339.79855,321.01788,False
Type4-VNiAlB,539.25,515.2361,488.9765,False
Type4-CrTaGeP,251.417,387.5653,260.86377,False
Type4-NiZrAlP,256.783,529.48254,410.50128,False
Type4-FeYAlB,251.587,294.37476,294.95123,False
Type4-CrCoGeB,286.976,316.675,304.35794,False
Type4-CoHfSiB,256.837,332.79355,271.85635,False
Type4-FeZrGeP,70.848,183.01561,205.06442,False
Type4-MnTiGaP,210.59,215.43568,219.10083,False
Type4-VScGaP,275.243,359.10052,225.0553,False
Type4-NiCuGaN,517.2,571.4437,543.7667,False
Type4-VYGeP,277.438,325.50763,291.29697,False
Type4-CrCoAlP,317.709,380.01703,363.34946,False
Type4-NiZrSiP,236.631,431.88596,378.95447,False
Type4-CoMoGeC,220.068,261.85547,244.97513,False
Type4-VNbGaB,203.978,239.21373,201.44215,False
Type4-VMnSiC,201.391,170.79893,114.5916,False
Type4-VHfSiN,237.621,286.34598,169.33684,False
Type4-CrCuAlN,676.291,669.185,642.90674,False
Type4-MnFeGeN,190.215,165.72893,199.96623,False
Type4-MnWSiN,430.108,458.1223,443.2431,False
Type4-MnHfSiB,340.921,426.58942,338.71002,False
Type4-FeTaAlP,275.554,326.8349,290.73492,False
Type4-NiNbSiC,396.903,412.62164,374.58905,False
Type4-CoMoSiP,304.308,431.488,299.02982,False
Type4-FeWAlN,647.874,711.1072,641.393,False
Type4-MnNiGaP,284.7,284.35773,267.32806,False
Type4-VHfAlP,286.28,381.18304,304.76886,False
Type4-CoHfSiC,448.911,595.3677,416.70782,False
Type4-CrScSiP,431.889,464.42624,431.33835,False
Type4-CoNiGaN,252.448,300.80643,312.06583,False
Type4-FeCuAlP,271.455,303.0619,271.59467,False
Type4-NiYGaN,603.627,577.3649,498.71353,False
Type4-CrCuGeC,416.729,427.33008,298.01212,False
Type4-CrMnAlB,256.179,268.65552,256.80493,False
Type4-MnNbGaB,214.84,230.26651,181.34348,False
Type4-VYSiB,722.234,641.7195,544.9258,False
Type4-CrCoGaP,242.691,237.57082,204.29924,False
Type4-CoYAlP,382.578,540.4713,308.25662,False
Type4-FeTiSiN,513.233,576.97705,440.505,False
Type4-CoTiAlP,276.821,403.40497,290.2943,False
Type4-NiMoSiP,359.787,411.3841,348.90387,False
Type4-FeCoGeB,243.493,244.83458,232.9234,False
Type4-MnCuSiN,592.54,669.8114,617.01086,False
Type4-CrNiAlP,356.13,445.08975,421.96707,False
Type4-MnWSiP,304.234,347.36087,328.14966,False
Type4-FeZrSiC,361.002,400.04117,320.45612,False
Type4-CrMoGeB,204.348,237.84714,195.68318,False
Type4-NiNbSiB,219.501,381.9143,308.2316,False
Type4-CoYGeC,311.074,299.3237,166.03242,False
Type4-VCoGaP,169.922,307.4803,233.51144,False
Type4-CrNiGaP,249.86,280.424,248.19527,False
Type4-FeMoGeC,99.138,187.31685,159.95712,False
Type4-MnTaSiC,300.078,307.279,200.04082,False
Type4-FeNiGaB,269.621,254.4797,237.42053,False
Type4-FeScSiC,199.357,223.37006,177.362,False
Type4-NiWSiN,494.112,532.83606,503.73743,False
Type4-FeWSiC,350.277,408.3619,396.91797,False
Type4-VZrSiN,243.127,310.85648,163.80812,False
Type4-CoTiGaB,189.529,253.66663,234.01799,False
Type4-MnScGeP,197.245,285.95016,249.88931,False
Type4-CrZrSiP,329.9,440.51517,405.01993,False
Type4-CrWGaN,176.905,199.04718,191.91965,False
Type4-CrTiSiP,321.872,284.70328,350.98737,False
Type4-NiScAlP,305.565,542.5757,373.22513,False
Type4-NiMoAlP,391.79,467.47845,440.8029,False
Type4-FeMoAlP,253.631,292.80173,290.38745,False
Type4-CoZrAlB,304.328,388.53275,321.95972,False
Type4-VMoAlC,-4.487,-31.954987,20.673096,True
Type4-VFeGeC,116.724,159.72643,69.90355,False
Type4-MnCuAlB,498.569,425.2735,431.91403,False
Type4-CoNiGeB,259.989,246.23984,237.77728,False
Type4-CoZrGaC,260.643,244.0379,163.38762,False
Type4-CoWSiC,479.829,545.95166,507.96115,False
Type4-CrWSiB,236.722,295.5306,250.54204,False
Type4-MnTaSiN,420.873,448.58435,423.6424,False
Type4-VMnSiN,335.6,364.72726,325.29724,False
Type4-CrScGaC,32.414,-2.2789917,40.966797,False
Type4-MnCuAlN,734.875,737.743,715.656,False
Type4-NiNbGeC,356.196,352.1712,301.5155,False
Type4-VZrGeP,152.19,298.02124,189.71095,False
Type4-CrZrAlN,327.217,314.762,317.0685,False
Type4-MnCoAlN,557.868,518.7996,512.3002,False
Type4-CoTiGeP,58.728,229.79251,194.95392,False
Type4-VWGaB,155.591,149.25461,153.44305,False
Type4-NiTaAlP,385.062,529.8419,482.194,False
Type4-FeMoSiP,274.875,267.09595,299.46213,False
Type4-CrCuSiB,583.349,464.61508,452.90033,False
Type4-CrCuAlP,330.849,362.79,369.88965,False
Type4-CoZrAlC,451.088,455.94464,404.09717,False
Type4-FeTiAlP,274.869,241.74188,333.25726,False
Type4-CrFeAlB,334.551,314.47278,289.7578,False
Type4-FeCuGeC,463.021,508.46045,482.73077,False
Type4-FeZrGaN,434.321,437.1683,353.35904,False
Type4-CoScGeP,107.699,260.792,207.96384,False
Type4-NiTiGeC,289.223,361.44888,266.70465,False
Type4-NiCuSiP,280.794,343.63736,326.00858,False
Type4-NiTaGeB,259.865,485.59253,278.2979,False
Type4-CrMnGeB,279.543,263.48575,266.706,False
Type4-CoTaSiN,620.866,635.92126,520.3653,False
Type4-CrMoGaB,185.476,216.32129,178.7335,False
Type4-CrZrGeN,268.707,263.6053,149.74258,False
Type4-FeCoGaN,180.098,166.91382,171.99895,False
Type4-FeTaGeC,177.939,228.9491,169.66049,False
Type4-FeNbGaN,292.543,323.14798,288.7251,False
Type4-NiWAlP,336.347,489.71826,374.52728,False
Type4-CrTaAlB,221.879,256.72766,257.98267,False
Type4-FeNbAlC,209.466,212.90527,183.13205,False
Type4-CoNbGaN,354.38,403.9602,349.60498,False
Type4-CrTaGaP,311.186,410.722,277.17334,False
Type4-VCoGeP,141.335,266.60776,220.47345,False
Type4-MnHfSiC,324.966,340.29037,250.42091,False
Type4-MnTaGaP,252.913,344.20798,274.79346,False
Type4-CrHfAlC,191.84,167.59624,120.70433,False
Type4-CrZrGaC,133.093,103.325226,71.20509,False
Type4-CrMoSiN,256.683,268.05753,284.07898,False
Type4-NiCuGeB,400.653,353.23154,400.4109,False
Type4-MnCoGeB,282.459,298.6245,260.7546,False
Type4-VMnAlP,299.989,307.64117,264.16608,False
Type4-CoCuGaP,243.782,281.92975,262.18524,False
Type4-CrTaAlP,375.19,397.2585,324.39612,False
Type4-VCuAlB,562.902,541.9491,567.5845,False
Type4-VWGaP,307.725,290.75858,290.90137,False
Type4-MnCoSiB,362.089,386.29855,355.07544,False
Type4-MnScAlN,438.238,440.89548,433.16568,False
Type4-VMnGaC,50.712,47.19391,17.670624,False
Type4-VTaGaB,141.742,162.98006,161.41333,False
Type4-VNbSiP,240.858,331.93127,295.22333,False
Type4-NiTaSiN,535.882,512.5762,498.38058,False
Type4-CoTaGeP,182.859,381.35126,246.07327,False
Type4-FeNiGeP,338.859,215.48831,210.7587,False
Type4-FeTiGaC,117.855,151.61765,78.2032,False
Type4-CoHfGeP,64.03,389.9276,216.2142,False
Type4-CrFeAlN,451.268,456.2248,434.88498,False
Type4-NiTaSiP,361.522,518.84314,418.03677,False
Type4-VNiSiB,383.28,436.49677,363.59204,False
Type4-VCuGaN,446.09,436.1355,399.33908,False
Type4-NiTiAlN,562.435,551.3947,534.8435,False
Type4-NiTaSiC,431.619,462.5791,410.0667,False
Type4-MnTaSiP,283.787,447.56583,348.50497,False
Type4-NiTiGeP,163.99,358.7533,231.59537,False
Type4-VCoGaN,299.305,306.56934,318.11313,False
Type4-VWSiC,85.014,121.22447,93.96088,False
Type4-VHfGeC,51.745,95.813934,35.607574,False
Type4-NiYGeB,181.592,260.37756,328.42343,False
Type4-FeNiAlN,662.844,668.9188,701.6443,False
Type4-CoYSiC,337.967,306.81265,304.30832,False
Type4-NiHfGaP,183.803,466.74567,308.62552,False
Type4-FeYGeC,309.695,225.12735,135.8263,False
Type4-CoScGaP,167.059,345.26727,173.38368,False
Type4-CrNbGaN,149.665,187.46248,124.57655,False
Type4-NiZrGeP,166.773,403.1722,281.19656,False
Type4-VYGaC,295.854,250.7379,157.96883,False
Type4-CrCuGaB,525.301,484.375,459.79977,False
Type4-CrZrAlB,390.551,404.40417,354.09534,False
Type4-MnScAlP,440.86,434.82654,400.42764,False
Type4-VTiGeC,12.64,6.9511414,-1.0458679,True
Type4-CrCoGaN,258.076,223.35925,241.42249,False
Type4-MnZrGeN,334.104,326.29578,258.8487,False
Type4-VCoAlP,301.099,359.12772,272.59344,False
Type4-MnHfGeB,250.629,250.33138,202.48038,False
Type4-VCuAlC,458.984,405.6209,419.18536,False
Type4-NiTaGeN,533.708,487.26355,451.02185,False
Type4-FeNbGaC,134.72,175.92703,114.966095,False
Type4-VNbAlC,42.307,38.99756,45.967834,False
Type4-FeWGaN,218.017,302.45596,295.12863,False
Type4-NiHfAlP,279.586,542.5299,412.76703,False
Type4-VScSiC,148.373,136.40857,175.1697,False
Type4-MnMoSiC,216.666,219.21071,182.6261,False
Type4-VFeSiN,414.122,440.2473,412.99567,False
